Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2016.MMP00348,2016.MMP00348,Incident,Caribbean,04/04/2016,2016,April,1,,1,,,1,,South America,Drowning,Venezuela,Venezuela to Caribbean,"Baby Beach, San Nicholas, Aruba",PanamPost,"12.4281058, -69.9149146",Caribbean,Venezuelan Dies on Raft Set for Aruba,1,http://bit.ly/2f0bJxv,12.4281058,-69.9149146
2016.MMP00349,2016.MMP00349,Incident,Central America,05/04/2016,2016,April,1,,1,,,1,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Expreso.press,"27.4531416, -99.6148525",Central America,Muere ahogado un guatemalteco,1,http://bit.ly/1XgyMkT,27.4531416,-99.6148525
2016.MMP00350,2016.MMP00350,Incident,Central America,06/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Franklin Canal, near Free Bridge, Ciudad Juarez, Chihuahua, Mexico",Rasa Informa,"31.6473881, -106.3496958",Central America,Muere migrante al intentar cruzar a Estados Unidos por el Canal Franklin,1,http://bit.ly/2pW3vZS,31.6473881,-106.3496958
2016.MMP00351,2016.MMP00351,Incident,Central America,06/04/2016,2016,April,1,,1,,,,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"train tracks near Wameru, Queretaro, Mexico",Noticias de Queretaro,"20.5730306, -100.2090209",Central America,Hallan cuerpo descuartizado en las vias del tren,1,http://bit.ly/1Un4BYN,20.5730306,-100.2090209
2016.MMP00353,2016.MMP00353,Incident,North America,07/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.888497, -111.385941",Northern America,,5,http://www.humaneborders.info/app/map.asp,31.888497,-111.385941
2016.MMP00354,2016.MMP00354,Incident,North America,07/04/2016,2016,April,1,,1,,1,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.95437, -112.14965",Northern America,,5,http://www.humaneborders.info/app/map.asp,31.95437,-112.14965
2016.MMP00358,2016.MMP00358,Incident,North America,08/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.80408, -112.10063",Northern America,,5,http://www.humaneborders.info/app/map.asp,31.80408,-112.10063
2016.MMP00359,2016.MMP00359,Incident,Central America,08/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande near La Playita, Reynosa, Tamaulipas, Mexico",El Manana,"26.0227177, -98.2979141",Central America,Mata otro sueño el Bravo; Hallan ahogado en La Playita,1,http://bit.ly/22OSebl,26.0227177,-98.2979141
2016.MMP00360,2016.MMP00360,Incident,Central America,08/04/2016,2016,April,1,,1,2,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Federal highway El Ceibo-Tenosique, Mexico",La 72,"17.2645349, -91.001789",Central America,,1,,17.2645349,-91.001789
2016.MMP00362,2016.MMP00362,Incident,Central America,09/04/2016,2016,April,1,,1,,,1,,Central America,Vehicular Accidents,Honduras,,"Rio Blanco, Veracruz, Mexico",El Informante de Veracruz,"19.1787635, -96.2113357",Central America,Ilegal Centroamericano Muere Arrollado Por El Tren,1,http://bit.ly/1VlVutP,19.1787635,-96.2113357
2016.MMP00363,2016.MMP00363,Incident,Central America,09/04/2016,2016,April,1,,1,,,1,,Central America,Violence,Guatemala,,"Unspecifiend location along the US-Mexico border, Mexican side",Prensa Libre,"31.355119, -106.049866",Central America,"Un balazo termina con el sueño americano de joven luciano
",1,http://bit.ly/1SFNf5r,31.355119,-106.049866
2016.MMP00366,2016.MMP00366,Incident,Central America,12/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,US-Mexico border crossing,"Train rails in Nava municipality, near Piedras Negras, Coahuila, Mexico",El Siglo,"27.1334908, -103.434484",Central America,Localizan cuerpo de presunto migrante destrozado por el tren,1,http://bit.ly/2fM36V2,27.1334908,-103.434484
2016.MMP00369,2016.MMP00369,Incident,Central America,14/04/2016,2016,April,1,,1,,,1,,Central America,Vehicular Accidents,Honduras,,"Tenosique El Ceibo road, between the municipalities Xotal y Sueños de Oro, Mexico",Noticias de la Frontera,"17.4520957, -91.4563122",Central America,Matan y lesionan a migrantes,1,http://bit.ly/2ewBLtu,17.4520957,-91.4563122
2016.MMP00378,2016.MMP00378,Incident,North America,18/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.713283, -112.832183",Northern America,,5,http://www.humaneborders.info/app/map.asp,32.713283,-112.832183
2016.MMP00396,2016.MMP00396,Incident,Central America,21/04/2016,2016,April,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Plutarco Elías Calles Municipality, Hermosillo, Sonora State, Mexico",El Imparcial,"29.0742604, -110.9591883",Central America,Joven migrante muere por golpe de calor,1,http://bit.ly/2evXFYI,29.0742604,-110.9591883
2016.MMP00397,2016.MMP00397,Incident,Central America,21/04/2016,2016,April,1,,1,,,,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande near Km. 183 of the Riberena highway, Reynosa, Mexico",Televisa,"26.0525676, -98.3662434",Central America,Muere otro migrante en el Río Bravo,1,http://bit.ly/1Q8W76t,26.0525676,-98.3662434
2016.MMP00398,2016.MMP00398,Incident,Central America,21/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Violence,Unknown,,"Coatan River in Tapachula, Chiapas, Mexico",Diario Del Sur,"14.9267823, -92.5947624",Central America,Asesinan a presunto migrante,1,http://bit.ly/29kqyGp,14.9267823,-92.5947624
2016.MMP00399,2016.MMP00399,Incident,Central America,21/04/2016,2016,April,1,,1,,,1,,Central America,Harsh Environment,Mexico,,"Outskirts of Hermosillo, Sonora, Mexico",El Emparcial,"29.1625119, -111.1570932",Central America,Joven migrante muere por golpe de calor,1,http://bit.ly/2nEGdel,29.1625119,-111.1570932
2016.MMP00402,2016.MMP00402,Incident,North America,23/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.657333, -112.754",Northern America,,5,http://www.humaneborders.info/app/map.asp,32.657333,-112.754
2016.MMP00404,2016.MMP00404,Incident,North America,24/04/2016,2016,April,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande near Reynosa (Hidalgo County, Texas)",La Tarde,"26.376354, -98.3833477",Northern America,Flota en el río cuerpo de ahogado no identificado,1,http://bit.ly/1VXn15b,26.376354,-98.3833477
2016.MMP00411,2016.MMP00411,Incident,Central America,29/04/2016,2016,April,1,,1,,,1,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Grande, near Matamoros, Tamaulipas, Mexico",LaTarde,"24.215586, -99.4332699",Central America,"Muere ahogado
 - Veracruzano estaba de vacaciones y decide irse de ‘‘mojado’’ al intentar cruzar el río Bravo",1,http://bit.ly/1NVIF7B,24.215586,-99.4332699
2016.MMP00420,2016.MMP00420,Incident,North America,03/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande, near Eagle Pass, Maverick county, Texas",Reporte Zocalo,"28.6376735, -100.5282163",Northern America,,1,http://bit.ly/26ZoXhy,28.6376735,-100.5282163
2016.MMP00421,2016.MMP00421,Incident,Central America,03/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande, near Reynosa, Tamaulipas, Mexico",El Manana,"24.215586, -99.4332699",Central America,Ahogado en el Bravo,1,http://bit.ly/24qFdJu,24.215586,-99.4332699
2016.MMP00423,2016.MMP00423,Incident,North America,06/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.088883, -111.394867",Northern America,,5,,32.088883,-111.394867
2016.MMP00424,2016.MMP00424,Incident,Central America,06/05/2016,2016,May,1,,1,,,1,,Central America,Vehicular Accidents,Mexico,,"Empalme, Sonora, Mexico",Periodico de manano Frontera,"27.9616696, -110.8172071",Central America,"Muere ""trampita"" al caer del tren",1,http://bit.ly/2n3v6Lo,27.9616696,-110.8172071
2016.MMP00429,2016.MMP00429,Incident,Central America,09/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"near train tracks in Villa Juanita, Veracruz, Mexico",Sucesos los Tuxtlas,"18.2681566, -95.8969461",Central America,"Muere centroamericano arrollado por “La Bestia”; se presume que lo aventaron
",1,http://bit.ly/1WG0A5l,18.2681566,-95.8969461
2016.MMP00432,2016.MMP00432,Incident,North America,11/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Brooks County, Texas",Hoy Tamaulipas,"27.0227822, -98.5412384",Northern America,Agentes de Texas encuentran 3 cuerpos de inmigrantes,1,http://bit.ly/23Y4GVn,27.0227822,-98.5412384
2016.MMP00435,2016.MMP00435,Incident,Central America,13/05/2016,2016,May,1,,1,,,1,,Central America,Mixed/ Unknown,El Salvador,,"Chiapas, Mexico",Gonzalo Egremy,"16.474502, -93.2534811",Central America,,1,http://bit.ly/1WChy45,16.474502,-93.2534811
2016.MMP00436,2016.MMP00436,Incident,North America,13/05/2016,2016,May,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Brooks County, Texas",Hoy Tamaulipas,"27.0227822, -98.5412384",Northern America,Agentes de Texas encuentran 3 cuerpos de inmigrantes,1,http://bit.ly/25Nkr7H,27.0227822,-98.5412384
2016.MMP00438,2016.MMP00438,Incident,North America,13/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Mexican side of All-American Canal, Imperial County, California, USA",Desaparecidos y sin reclamar en la frontera via Facebook,"33.0249505, -115.8450245",Northern America,,4,http://bit.ly/2e81ycf,33.0249505,-115.8450245
2016.MMP00440,2016.MMP00440,Incident,Central America,14/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Tlalnepantla, Mexico",Vecinosinformados,"19.54641, -99.2352955",Central America,Muere Migrante al Caer del Tren en Tlalnepantla,1,http://bit.ly/29z8h8T,19.54641,-99.2352955
2016.MMP00441,2016.MMP00441,Incident,Central America,15/05/2016,2016,May,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Chula Vista farm, near Caborca, Sonora, Mexico, 40 km south of US border",Ariete Caborca,"30.7293161, -112.8733526",Central America,Localizan migrante devorado por los animales cerca del Sásabe,1,http://bit.ly/2nSeGoo,30.7293161,-112.8733526
2016.MMP00445,2016.MMP00445,Incident,Central America,15/05/2016,2016,May,1,,1,,,1,,Caribbean,Healthcare Inaccessibility,Haiti,,"Costa Rican/Nicaragua border, at Peñas Blancas, Guanacaste",Diario Extra,"11.2080851, -85.6249572",Central America,Migrante haitiano muerto en frontera,1,http://bit.ly/1Tfncst,11.2080851,-85.6249572
2016.MMP00446,2016.MMP00446,Incident,North America,15/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.963317, -112.38265",Northern America,,5,,31.963317,-112.38265
2016.MMP00447,2016.MMP00447,Incident,North America,15/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.846587, -112.134454",Northern America,,5,,31.846587,-112.134454
2016.MMP00448,2016.MMP00448,Incident,Central America,15/05/2016,2016,May,1,,1,,,1,,Southern Asia,Healthcare Inaccessibility,Nepal,,"Hospital Fernando Escalante Pradilla, Pérez Zeledón Canton, Costa Rica",Presidency of Costa Rica (Official communiqué),"9.3674413, -83.7054962",Central America,Muere migrante irregular haitiana en Hospital México,5,http://bit.ly/2fv6Gll,9.3674413,-83.7054962
2016.MMP00452,2016.MMP00452,Incident,Central America,17/05/2016,2016,May,1,,1,,,1,,Central America,Vehicular Accidents,El Salvador,,"Near Empalme, Sonora, Mexico",Periodico de manano Frontera,"27.9610814, -110.8103048",Central America,"Muere ""trampita"" al ser arrollado por el tren",1,http://bit.ly/2nzdzHv,27.9610814,-110.8103048
2016.MMP00455,2016.MMP00455,Incident,North America,18/05/2016,2016,May,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Brooks County, Texas",Hoy Tamaulipas,"27.0227822, -98.5412384",Northern America,Agentes de Texas encuentran 3 cuerpos de inmigrantes,1,http://bit.ly/23Y4GVn,27.0227822,-98.5412384
2016.MMP00456,2016.MMP00456,Incident,North America,18/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.278367, -111.718933",Northern America,,5,,32.278367,-111.718933
2016.MMP00458,2016.MMP00458,Incident,Central America,19/05/2016,2016,May,1,,1,,,1,,Unknown,Healthcare Inaccessibility,Unknown,,"Costa Rican/Nicaragua border, at Peñas Blancas, Guanacaste",La Prensa,"11.2080851, -85.6249572",Central America,"Migrante africano murió de bronconeumonía en Peñas Blancas
",1,http://bit.ly/1sOAj83,11.2080851,-85.6249572
2016.MMP00462,2016.MMP00462,Incident,Central America,20/05/2016,2016,May,1,,1,,,1,,Central America,Violence,El Salvador,,"Tapachula, Chiapas, Mexico",Cuatro Poder de Chipas,"14.8982055, -92.3346656",Central America,Asesinan a un migrante en rina callejera,1,http://bit.ly/1WOBUal,14.8982055,-92.3346656
2016.MMP00463,2016.MMP00463,Incident,Central America,20/05/2016,2016,May,1,,1,,,1,,Central America,Drowning,El Salvador,,"Río Cahoacán near Casa del Migrante in Tapachula, Chiapas Mexico","El Mexico, Record Chiapas","14.8206001, -92.6428276",Central America,Desaparece centroamericano que se bañaba en el Cahoacán,3,http://bit.ly/2fLsLxi,14.8206001,-92.6428276
2016.MMP00473,2016.MMP00473,Incident,North America,22/05/2016,2016,May,1,,1,,,1,,Central America,Vehicular Accidents,Honduras,US-Mexico border crossing,"Interstate 35 access road in Webb County, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern,"27.7155889, -99.6987461",Northern America,,5,,27.7155889,-99.6987461
2016.MMP00475,2016.MMP00475,Incident,North America,23/05/2016,2016,May,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.35183, -112.959916",Northern America,,5,,32.35183,-112.959916
2016.MMP00476,2016.MMP00476,Incident,Central America,24/05/2016,2016,May,1,,1,1,,1,,Central America,Violence,Guatemala,,"Acacoyagua, Chiapas, Mexico",Diario El Sur,"15.3421711, -92.6855944",Central America,"Asesinan a migrante que iba por el ""sueño americano""",1,http://bit.ly/1TzEr2D,15.3421711,-92.6855944
2016.MMP00478,2016.MMP00478,Incident,Central America,24/05/2016,2016,May,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Tres Valles, Veracruz, Mexico",Golpe Politico,"18.2681566, -95.8969461",Central America,Fallece arrollado y amuputado por el tren!,1,http://bit.ly/29B54Ig,18.2681566,-95.8969461
2016.MMP00480,2016.MMP00480,Incident,Central America,25/05/2016,2016,May,1,,1,,,1,,Central America,Vehicular Accidents,Honduras,,"Acuña, Coahuila, Mexico",Zocalo Saltillo,"29.322646, -101.0053844",Central America,Mata a hondureño un auto fantasma,1,http://bit.ly/1XUyTTc,29.322646,-101.0053844
2016.MMP00481,2016.MMP00481,Incident,Central America,25/05/2016,2016,May,1,,1,,,,1,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Grande near Piedras Negras, Coahuila, Mexico",El Diario,"27.1334908, -103.434484",Central America,"Muere menor ahogado en el Río Bravo
",1,,27.1334908,-103.434484
2016.MMP00482,2016.MMP00482,Incident,Caribbean,25/05/2016,2016,May,,10,10,19,,,,Caribbean,Drowning,Cuba,,Off the coast of the Bahamas,El Nuevo Herald,"25.03552427, -77.5322358105",Caribbean,Diez grupos de balseros cubanos están desaparecidos y 19 detenidos en Bahamas,1,http://hrld.us/2q6sPfL,25.03552427,-77.53223581
